CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3760,Male,0,Yes,No,56,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,75.01,3204.75,No
3761,Male,0,Yes,No,44,Yes,Yes,DSL,No,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),59.1,334.27,No
3762,Female,1,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,21.98,2389.89,Yes
3763,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),29.41,160.74,Yes
3764,Female,1,Yes,No,68,Yes,No,No,No,No internet service,No internet service,No,Yes,No,Two year,No,Mailed check,83.45,3693.84,No
3765,Male,0,No,Yes,29,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),80.45,4522.72,No
3766,Male,0,No,No,17,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,42.27,4311.34,Yes
3767,Female,1,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Two year,No,Mailed check,90.5,2971.4,No
3768,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),46.36,1812.19,No
3769,Male,0,No,No,49,Yes,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.9,3956.14,No
3770,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,24.42,7557.61,Yes
3771,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.55,8539.47,No
3772,Female,1,Yes,No,50,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,47.16,2728.88,No
3773,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,100.55,8463.21,No
3774,Female,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),98.8,3784.62,No
3775,Male,0,Yes,No,19,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),31.16,5333.42,Yes
3776,Female,0,Yes,Yes,37,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,34.33,6983.78,No
3777,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.51,3133.54,Yes
3778,Male,0,No,No,37,No,No,DSL,Yes,No,No,No,No,No internet service,One year,Yes,Mailed check,76.63,1823.78,No
3779,Male,0,No,Yes,51,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,52.67,2385.28,No
3780,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,53.45,7286.25,Yes
3781,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,32.33,8116.96,Yes
3782,Male,0,Yes,No,12,No,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),51.98,1132.27,Yes
3783,Female,0,No,No,41,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,65.53,6037.44,No
3784,Female,0,Yes,No,56,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Two year,No,Electronic check,117.21,321.28,No
3785,Female,0,No,Yes,14,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Two year,Yes,Credit card (automatic),102.47,7601.15,No
3786,Female,0,Yes,No,54,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),97.94,7444.06,No
3787,Male,1,No,No,63,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,74.51,6731.51,No
3788,Male,0,Yes,No,65,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,54.44,7162.89,Yes
3789,Female,1,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,104.37,5256.09,No
3790,Male,0,No,Yes,21,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.17,1295.37,Yes
3791,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,77.83,7944.36,Yes
3792,Female,0,Yes,Yes,46,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),44.1,1240.91,No
3793,Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.28,1970.37,Yes
3794,Male,0,No,No,30,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),69.96,3767.83,No
3795,Male,1,Yes,Yes,60,Yes,No phone service,No,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,108.21,4334.15,No
3796,Female,1,Yes,No,71,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Electronic check,75.42,853.49,Yes
3797,Male,0,Yes,Yes,65,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,34.76,6619.51,Yes
3798,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),118.04,1208.7,No
3799,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Electronic check,68.7,5692.95,No
3800,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),43.45,3935.66,No
3801,Female,0,Yes,No,16,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),51.34,7046.37,No
3802,Female,0,Yes,No,7,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.43,2580.51,No
3803,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,25.68,7268.14,No
3804,Female,0,Yes,No,16,Yes,No,No,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),63.53,2204.88,Yes
3805,Female,0,Yes,No,62,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),113.91,4996.05,No
3806,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),30.61,4231.45,Yes
3807,Female,0,No,Yes,71,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,108.97,3074.23,No
3808,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.32,120.87,Yes
3809,Male,0,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,3466.55,No
3810,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,89.6,1044.51,Yes
3811,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.73,1970.01,Yes
3812,Male,0,Yes,No,55,Yes,Yes,No,No,No,No,No,Yes,No,Two year,Yes,Electronic check,30.45,5983.61,No
3813,Female,0,Yes,Yes,45,No,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,76.1,4969.59,Yes
3814,Male,0,No,Yes,60,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,53.62,4586.47,No
3815,Male,0,No,Yes,71,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,28.83,4906.57,No
3816,Female,1,No,No,32,Yes,Yes,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,99.03,1059.18,Yes
3817,Male,0,No,No,8,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),73.18,1445.58,Yes
3818,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,93.12,4722.72,Yes
3819,Male,0,Yes,Yes,20,Yes,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,66.44,3544.37,No
3820,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,73.7,4032.91,Yes
3821,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,89.84,7637.53,Yes
3822,Female,0,Yes,No,29,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),43.07,1623.43,No
3823,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,103.38,7910.91,Yes
3824,Male,0,Yes,No,71,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),60.56,7449.79,No
3825,Male,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,89.45,7833.69,No
3826,Female,0,Yes,Yes,34,Yes,Yes,No,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),51.02,5576.84,No
3827,Female,1,Yes,Yes,71,Yes,No,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.85,7505.66,No
3828,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),22.62,8608.45,No
3829,Male,0,No,No,15,Yes,No,DSL,No,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),111.64,4104.08,No
3830,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),97.33,7487.23,Yes
3831,Female,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),85.06,7850.2,Yes
3832,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.8,2703.23,No
3833,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.93,3855.29,Yes
3834,Female,0,No,No,54,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,No,Two year,No,Electronic check,95.4,4990.26,No
3835,Male,0,Yes,No,46,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,63.78,3044.59,Yes
3836,Female,0,Yes,No,11,No,No,DSL,No,No,No,No internet service,No,No,One year,Yes,Mailed check,38.09,2810.51,No
3837,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),35.89,3318.09,Yes
3838,Female,0,Yes,No,23,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.31,3692.37,Yes
3839,Male,0,No,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.98,2204.97,Yes
3840,Female,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),90.05,4120.52,No
3841,Female,0,Yes,Yes,64,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,67.85,6767.43,No
3842,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,38.79,5430.6,No
3843,Male,0,Yes,No,69,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,42.29,3309.83,No
3844,Female,0,No,No,54,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,No,Credit card (automatic),24.04,1372.39,No
3845,Female,0,Yes,No,3,Yes,Yes,No,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,36.02,7159.96,No
3846,Female,0,No,No,6,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,19.53,4450.01,No
3847,Female,0,No,No,56,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.04,8435.57,Yes
3848,Female,1,Yes,Yes,2,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,77.37,2208.64,Yes
3849,Male,0,Yes,No,38,Yes,Yes,No,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,117.54,1539.8,No
3850,Male,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.91,88.19,No
3851,Female,0,Yes,Yes,5,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),43.0,734.82,No
3852,Male,0,Yes,No,46,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),89.39,3358.69,No
3853,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),19.47,1736.75,Yes
3854,Male,0,Yes,No,65,Yes,No,DSL,No,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,117.36,347.1,No
3855,Female,1,No,No,10,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.0,1971.84,Yes
3856,Male,1,Yes,No,41,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),30.28,6334.19,No
3857,Female,0,Yes,Yes,44,Yes,No phone service,DSL,No,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,68.35,6394.33,No
3858,Male,0,No,No,33,Yes,No,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,112.78,1315.54,No
3859,Female,1,No,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,103.64,8134.42,No
3860,Male,0,Yes,No,12,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),48.29,1397.01,No
3861,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,58.06,793.03,Yes
3862,Female,0,Yes,Yes,1,No,No phone service,No,No internet service,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),104.03,1430.82,Yes
3863,Male,0,No,No,65,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,108.7,1236.55,Yes
3864,Female,0,Yes,No,33,Yes,No,No,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,110.17,5493.17,No
3865,Female,0,Yes,Yes,36,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,113.51,1372.93,No
3866,Female,0,No,No,21,Yes,No,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),68.55,5515.89,No
3867,Female,0,Yes,No,36,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,104.83,2415.8,No
3868,Female,0,No,Yes,26,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),53.12,2171.48,No
3869,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),102.48,7794.38,No
3870,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,53.17,1876.21,Yes
3871,Female,0,No,No,38,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,One year,Yes,Mailed check,79.39,7511.29,No
3872,Male,0,Yes,No,14,No,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),65.33,2649.17,Yes
3873,Male,1,No,No,46,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),107.99,8608.78,No
3874,Female,1,Yes,No,42,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,24.94,8519.53,Yes
3875,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),113.6,7190.88,Yes
3876,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,64.69,7541.64,Yes
3877,Male,0,No,Yes,56,Yes,Yes,No,No,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,66.63,7153.18,No
3878,Male,0,Yes,No,63,No,Yes,DSL,No,No internet service,No internet service,No,No,Yes,One year,Yes,Electronic check,101.45,5475.31,No
3879,Female,1,Yes,No,24,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),85.2,7029.79,Yes
3880,Male,1,Yes,No,4,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,114.1,5463.48,Yes
3881,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.18,7317.01,Yes
3882,Female,0,No,No,70,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.39,8126.31,Yes
3883,Male,0,No,No,28,Yes,Yes,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,115.91,6547.08,No
3884,Female,0,No,No,40,Yes,No,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),111.36,8378.78,No
3885,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.22,3903.16,No
3886,Female,0,Yes,Yes,29,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.1,8038.21,No
3887,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.1,1979.32,No
3888,Male,0,No,No,69,No,No,No,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.66,290.62,No
3889,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),74.87,1128.89,Yes
3890,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,Two year,No,Mailed check,91.9,1407.5,No
3891,Female,0,Yes,Yes,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),27.7,7163.28,No
3892,Male,0,Yes,No,55,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),70.77,3493.95,No
3893,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),33.08,2039.52,No
3894,Male,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,44.44,7057.94,No
3895,Female,1,No,No,9,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No,One year,No,Electronic check,34.96,1770.41,Yes
3896,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,34.92,693.66,Yes
3897,Male,0,No,No,38,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),117.92,4058.81,No
3898,Male,0,No,No,62,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,48.22,620.28,No
3899,Male,0,Yes,Yes,54,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,75.08,2436.07,No
3900,Male,1,Yes,No,52,Yes,No,No,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),20.27,6087.91,No
3901,Female,0,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.29,3264.5,Yes
3902,Male,1,Yes,No,37,No,No,No,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,86.61,776.87,Yes
3903,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),41.24,3511.14,No
3904,Male,1,Yes,No,42,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,21.87,4465.7,Yes
3905,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),45.85,2187.28,No
3906,Female,1,Yes,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,81.42,1499.74,No
3907,Male,0,Yes,Yes,17,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,19.78,6619.47,No
3908,Male,0,Yes,Yes,32,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.82,606.68,Yes
3909,Male,0,Yes,No,68,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),59.39,8311.01,No
3910,Male,1,Yes,No,39,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),35.94,84.65,No
3911,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,81.75,5662.46,Yes
3912,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.8,1176.61,Yes
3913,Male,1,Yes,No,58,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,118.11,4759.95,No
3914,Male,0,Yes,No,69,Yes,Yes,No,No,Yes,No,No internet service,Yes,Yes,Two year,No,Mailed check,62.05,1642.02,No
3915,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,33.16,316.23,No
3916,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),25.67,7469.53,Yes
3917,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Mailed check,60.52,3692.61,Yes
3918,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),99.56,2403.86,Yes
